Author	Consortium	PMID	Date	Trait	EFO	Analysis	Source	Outcome	Exposure	Covariates	Outcome_Unit	Exposure_Unit	Array	Tissue	Further_Details	N	N_Studies	Categories	Age	N_Males	N_Females	N_EUR	N_EAS	N_SAS	N_AFR	N_AMR	N_OTH	CpG	Location	Chr	Pos	Gene	Type	Beta	SE	P	Details
Battram T	ARIES	-	09/04/2019	Free cholesterol in large VLDL	EFO_0008591	-	-	DNA methylation	Free cholesterol in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	648	1	-	48	-	648	648	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.002857	0.019965	0.886	-
Battram T	ARIES	-	09/04/2019	Free cholesterol in small HDL	EFO_0008591	-	-	DNA methylation	Free cholesterol in small HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	671	1	-	48	-	671	671	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.021227	0.156762	0.892	-
Battram T	ARIES	-	09/04/2019	Free cholesterol in very large VLDL	EFO_0008591	-	-	DNA methylation	Free cholesterol in very large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	622	1	-	48	-	622	622	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.004365	0.032502	0.893	-
Battram T	ARIES	-	09/04/2019	Leg area both	-	-	-	DNA methylation	Leg area both	Age and technical covariates	Beta values	cm2	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	3e-06	2.1e-05	0.898	-
Battram T	ARIES	-	09/04/2019	Free cholesterol in chylomicrons and extremely large VLDL	EFO_0008591	-	-	DNA methylation	Free cholesterol in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	632	1	-	48	-	632	632	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.005387	0.049484	0.913	-
Battram T	ARIES	-	09/04/2019	Hip shaft bone mineral density	EFO_0007591	-	-	DNA methylation	Hip shaft bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	688	1	-	48	-	688	688	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001494	0.014138	0.916	-
Battram T	ARIES	-	09/04/2019	Saturated fatty acids	EFO_0005110	-	-	DNA methylation	Saturated fatty acids	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	656	1	-	48	-	656	656	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00116	0.011297	0.918	-
Battram T	ARIES	-	09/04/2019	Free cholesterol in small VLDL	EFO_0008591	-	-	DNA methylation	Free cholesterol in small VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.003882	0.039082	0.921	-
Battram T	ARIES	-	09/04/2019	High-density lipoprotein cholesterol	EFO_0004612	-	-	DNA methylation	High-density lipoprotein cholesterol	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	677	1	-	48	-	677	677	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000516	0.00522	0.921	-
Battram T	ARIES	-	09/04/2019	Arm circumference	-	-	-	DNA methylation	Arm circumference	Age and technical covariates	Beta values	cm	Illumina HumanMethylation450	Whole blood	-	704	1	-	48	-	704	704	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001659	0.017138	0.923	-
Battram T	ARIES	-	09/04/2019	Ratio of saturated fatty acids to total fatty acids	-	-	-	DNA methylation	Ratio of saturated fatty acids to total fatty acids	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	658	1	-	48	-	658	658	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000117	0.001215	0.923	-
Battram T	ARIES	-	09/04/2019	Monounsaturated fatty acids 16:1 18:1	EFO_0005110	-	-	DNA methylation	Monounsaturated fatty acids 16:1 18:1	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	654	1	-	48	-	654	654	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00078	0.008228	0.925	-
Battram T	ARIES	-	09/04/2019	Pulse rate	NCIT_C49676	-	-	DNA methylation	Pulse rate	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	689	1	-	48	-	689	689	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-2.1e-05	0.000228	0.928	-
Battram T	ARIES	-	09/04/2019	Total cholesterol in HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00054	0.006147	0.93	-
Battram T	ARIES	-	09/04/2019	Phospholipids to total lipds ratio in small VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids to total lipds ratio in small VLDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000112	0.001294	0.931	-
Battram T	ARIES	-	09/04/2019	Free cholesterol to total lipids ratio in large LDL	EFO_0008591	-	-	DNA methylation	Free cholesterol to total lipids ratio in large LDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	667	1	-	48	-	667	667	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000163	0.001953	0.933	-
Battram T	ARIES	-	09/04/2019	Leg tissue mass both	-	-	-	DNA methylation	Leg tissue mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000885	0.010697	0.934	-
Battram T	ARIES	-	09/04/2019	Ribs bone mineral density	EFO_0007591	-	-	DNA methylation	Ribs bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	689	1	-	48	-	689	689	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00222	0.027365	0.935	-
Battram T	ARIES	-	09/04/2019	Hip lower neck bone mineral density	EFO_0007702	-	-	DNA methylation	Hip lower neck bone mineral density	Age and technical covariates	Beta values	g/cm2	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001088	0.013886	0.938	-
Battram T	ARIES	-	09/04/2019	Total cholesterol in chylomicrons and extremely large VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in chylomicrons and extremely large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	648	1	-	48	-	648	648	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.003011	0.0389	0.938	-
Battram T	ARIES	-	09/04/2019	Total cholines	-	-	-	DNA methylation	Total cholines	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	660	1	-	48	-	660	660	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00043	0.00571	0.94	-
Battram T	ARIES	-	09/04/2019	Concentration of small VLDL particles	-	-	-	DNA methylation	Concentration of small VLDL particles	Age and technical covariates	Beta values	mol/l	Illumina HumanMethylation450	Whole blood	-	668	1	-	48	-	668	668	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000371	0.005128	0.942	-
Battram T	ARIES	-	09/04/2019	Hip upper neck Z-score	-	-	-	DNA methylation	Hip upper neck Z-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000119	0.001718	0.945	-
Battram T	ARIES	-	09/04/2019	18:2 linoleic acid	EFO_0006807	-	-	DNA methylation	18:2 linoleic acid	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	659	1	-	48	-	659	659	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000268	0.003851	0.945	-
Battram T	ARIES	-	09/04/2019	Total fat mass	-	-	-	DNA methylation	Total fat mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000326	0.00496	0.948	-
Battram T	ARIES	-	09/04/2019	Leg total mass both	-	-	-	DNA methylation	Leg total mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000689	0.010855	0.949	-
Battram T	ARIES	-	09/04/2019	Phospholipids to total lipds ratio in large HDL	EFO_0004639	-	-	DNA methylation	Phospholipids to total lipds ratio in large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	669	1	-	48	-	669	669	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001932	0.03175	0.952	-
Battram T	ARIES	-	09/04/2019	Hip neck Z-score	-	-	-	DNA methylation	Hip neck Z-score	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000106	0.001878	0.955	-
Battram T	ARIES	-	09/04/2019	Phospholipids in large VLDL	EFO_0004639	-	-	DNA methylation	Phospholipids in large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	656	1	-	48	-	656	656	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.001052	0.018744	0.955	-
Battram T	ARIES	-	09/04/2019	Arm tissue fat both	-	-	-	DNA methylation	Arm tissue fat both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00136	0.023941	0.955	-
Battram T	ARIES	-	09/04/2019	Polyunsaturated fatty acids	EFO_0005110	-	-	DNA methylation	Polyunsaturated fatty acids	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	660	1	-	48	-	660	660	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000663	0.012383	0.957	-
Battram T	ARIES	-	09/04/2019	Total lipids in small HDL	-	-	-	DNA methylation	Total lipids in small HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	672	1	-	48	-	672	672	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000818	0.016597	0.961	-
Battram T	ARIES	-	09/04/2019	Gynoid bone mass	-	-	-	DNA methylation	Gynoid bone mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	2e-06	3.7e-05	0.962	-
Battram T	ARIES	-	09/04/2019	Conjugated linoleic acid	EFO_0006807	-	-	DNA methylation	Conjugated linoleic acid	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	652	1	-	48	-	652	652	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000981	0.022167	0.965	-
Battram T	ARIES	-	09/04/2019	Arm region fat both	-	-	-	DNA methylation	Arm region fat both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.00105	0.024289	0.966	-
Battram T	ARIES	-	09/04/2019	Gynoid region fat	-	-	-	DNA methylation	Gynoid region fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001152	0.028611	0.968	-
Battram T	ARIES	-	09/04/2019	Gynoid tissue fat	-	-	-	DNA methylation	Gynoid tissue fat	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.001112	0.028216	0.969	-
Battram T	ARIES	-	09/04/2019	Phospholipids in very large HDL	EFO_0004639	-	-	DNA methylation	Phospholipids in very large HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000729	0.020254	0.971	-
Battram T	ARIES	-	09/04/2019	Fasting insulin	EFO_0004466	-	-	DNA methylation	Fasting insulin	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	660	1	-	48	-	660	660	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000105	0.00353	0.976	-
Battram T	ARIES	-	09/04/2019	Fasting CTX	-	-	-	DNA methylation	Fasting CTX	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	619	1	-	48	-	619	619	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000103	0.004308	0.981	-
Battram T	ARIES	-	09/04/2019	Free cholesterol to total lipids ratio in IDL	EFO_0008591	-	-	DNA methylation	Free cholesterol to total lipids ratio in IDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	661	1	-	48	-	661	661	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-2e-06	7.3e-05	0.983	-
Battram T	ARIES	-	09/04/2019	Triglycerides	EFO_0004530	-	-	DNA methylation	Triglycerides	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	663	1	-	48	-	663	663	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	1e-04	0.004779	0.983	-
Battram T	ARIES	-	09/04/2019	Cholesterol esters in very large VLDL	EFO_0008589	-	-	DNA methylation	Cholesterol esters in very large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	621	1	-	48	-	621	621	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000635	0.031851	0.984	-
Battram T	ARIES	-	09/04/2019	Phospholipids to total lipds ratio in very large HDL	EFO_0004639	-	-	DNA methylation	Phospholipids to total lipds ratio in very large HDL	Age and technical covariates	Beta values	percent	Illumina HumanMethylation450	Whole blood	-	665	1	-	48	-	665	665	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-7e-06	0.00039	0.985	-
Battram T	ARIES	-	09/04/2019	Total cholesterol in very large VLDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in very large VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	633	1	-	48	-	633	633	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000485	0.025312	0.985	-
Battram T	ARIES	-	09/04/2019	Total tissue mass	-	-	-	DNA methylation	Total tissue mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000182	0.010355	0.986	-
Battram T	ARIES	-	09/04/2019	Total cholesterol in HDL	EFO_0004574	-	-	DNA methylation	Total cholesterol in HDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	670	1	-	48	-	670	670	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.000741	0.050938	0.988	-
Battram T	ARIES	-	09/04/2019	Triglycerides in VLDL	EFO_0004530	-	-	DNA methylation	Triglycerides in VLDL	Age and technical covariates	Beta values	mmol/l	Illumina HumanMethylation450	Whole blood	-	664	1	-	48	-	664	664	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	4.8e-05	0.003371	0.989	-
Battram T	ARIES	-	09/04/2019	Estimated description of fatty acid chain length not actual carbon number	-	-	-	DNA methylation	Estimated description of fatty acid chain length not actual carbon number	Age and technical covariates	Beta values		Illumina HumanMethylation450	Whole blood	-	658	1	-	48	-	658	658	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	8.5e-05	0.005933	0.989	-
Battram T	ARIES	-	09/04/2019	Total total mass	-	-	-	DNA methylation	Total total mass	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	691	1	-	48	-	691	691	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.000132	0.010543	0.99	-
Battram T	ARIES	-	09/04/2019	Leg fat mass both	-	-	-	DNA methylation	Leg fat mass both	Age and technical covariates	Beta values	g	Illumina HumanMethylation450	Whole blood	-	693	1	-	48	-	693	693	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	3.3e-05	0.005543	0.995	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Last menstrual period-estimated gestational age	Table S2	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00032879	9.49e-05	0.000551	-
Bohlin J	-	27717397	2016-10-07	Gestational age	EFO_0005112	Ultrasound-estimated gestational age	Table S1	DNA methylation	Gestational age	Offspring sex, maternal age, maternal smoking, study design, caesarean section and cell counts	Beta values	days	Illumina HumanMethylation450	Cord blood	-	1068	1	-	0	568	500	1068	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	0.00032178	0.00010848	0.00308	-
Gross AM	-	27105112	2016-04-21	HIV infection	EFO_0000764	CD4+ T-cells	Table S2	DNA methylation	HIV infection	Age	-	-	Illumina HumanMethylation450	CD4+ T-cells	-	60	1	35 HIV cases, 25 controls	46.5	60	-	60	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.166719	0.0371	6.84e-06	NULL
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Sustained maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values	-	Illumina HumanMethylation450	Cord blood	-	5647	9	897 newborns exposed to maternal smoking in pregnancy, 4750 newborns of non-smokers	0	-	-	5109	-	-	156	361	25	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007	0.001	2.33e-08	-
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Sustained maternal smoking in pregnancy effect on newborns adjusted for cell counts	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity, white blood cell counts and technical covariates	Beta values	-	Illumina HumanMethylation450	Cord blood	-	5647	9	897 newborns exposed to maternal smoking in pregnancy, 4750 newborns of non-smokers	0	-	-	5109	-	-	156	361	25	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.007	0.002	4.14e-07	-
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Any maternal smoking in pregnancy effect on newborns	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values	-	Illumina HumanMethylation450	Cord blood	-	6685	13	1646 newborns exposed to any maternal smoking in pregnancy, 5039 newborns of non-smokers	0	-	-	5944	25	-	248	418	50	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.005	0.001	1.61e-06	-
Joubert BR	PACE	27040690	2016-04-07	Maternal smoking in pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Sustained maternal smoking in pregnancy effect on older children	Table S3	DNA methylation	Maternal smoking in pregnancy	Maternal age, maternal education, parity and technical covariates	Beta values	-	Illumina HumanMethylation450	Peripheral blood	-	3049	5	266 children exposed to maternal smoking in pregnancy, 2783 children of non-smokers	6.8	-	-	2484	-	-	67	330	168	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.004	0.002	0.00767	-
Markunas CA	-	24906187	2014-10-01	Maternal smoking during pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Model 1	Table S2	DNA methylation	Maternal smoking during pregnancy	Offspring sex, offspring cleft status and technical covariates	Beta values	-	Illumina HumanMethylation450	Whole blood	-	889	1	287 smokers, 602 non-smokers	0	505	384	889	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.009	0.002	9.62e-06	-
Markunas CA	-	24906187	2014-10-01	Maternal smoking during pregnancy	EFO_0006527, EFO_0005671, EFO_0004318, EFO_0002950	Model 2	Table S2	DNA methylation	Maternal smoking during pregnancy	Offspring sex, offspring cleft status, birth weight, maternal age, maternal alcohol consumption, maternal education, maternal folic acid, supplement use, cell counts and technical covariates	Beta values	-	Illumina HumanMethylation450	Whole blood	-	889	1	287 smokers, 602 non-smokers	0	505	384	889	-	-	-	-	-	cg00029284	chr12:111731203	12	111731203	CUX2	Open sea	-0.0081	0.0021	0.000101	-
